Hello, World!<2025-04-08 02:36:30,628> <DEBUG   > <connectionpool>: Starting new HTTPS connection (1): drive.google.com:443
<2025-04-08 02:36:45,945> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/Ubuntu-Th.ttf', name='Ubuntu', style='normal', variant='normal', weight=250, stretch='normal', size='scalable')) = 10.1925
<2025-04-08 02:36:45,945> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSerifCondensed.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
<2025-04-08 02:36:45,945> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/Ubuntu-BI.ttf', name='Ubuntu', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
<2025-04-08 02:36:45,945> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSansMono-BoldOblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
<2025-04-08 02:36:45,946> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/Ubuntu-M.ttf', name='Ubuntu', style='normal', variant='normal', weight=500, stretch='normal', size='scalable')) = 10.145
<2025-04-08 02:36:45,946> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSansMono.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,946> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/UbuntuMono-B.ttf', name='Ubuntu Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
<2025-04-08 02:36:45,946> <DEBUG   > <font_manager>: findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0 to DejaVu Sans ('/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans.ttf') with score of 0.050000.
<2025-04-08 02:36:45,959> <DEBUG   > <colorbar>: locator: <matplotlib.ticker.AutoLocator object at 0x7f4d5d070470>
<2025-04-08 02:36:45,972> <DEBUG   > <font_manager>: findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=12.0.
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizFourSymBol.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizThreeSymBol.ttf', name='STIXSizeThreeSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/cmss10.ttf', name='cmss10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizOneSymReg.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansDisplay.ttf', name='DejaVu Sans Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXNonUniBolIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans-BoldOblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 1.335
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizFourSymReg.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/cmtt10.ttf', name='cmtt10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXGeneralItalic.ttf', name='STIXGeneral', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXGeneral.ttf', name='STIXGeneral', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXNonUniBol.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXNonUniIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif-BoldItalic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizFiveSymReg.ttf', name='STIXSizeFiveSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/cmex10.ttf', name='cmex10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXNonUni.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizOneSymBol.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXGeneralBol.ttf', name='STIXGeneral', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans-Oblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 1.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/cmr10.ttf', name='cmr10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizTwoSymBol.ttf', name='STIXSizeTwoSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizTwoSymReg.ttf', name='STIXSizeTwoSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXSizThreeSymReg.ttf', name='STIXSizeThreeSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans-Bold.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 0.33499999999999996
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 0.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/cmmi10.ttf', name='cmmi10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansMono-BoldOblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
<2025-04-08 02:36:45,973> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansMono-Bold.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif-Bold.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif-Italic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/cmb10.ttf', name='cmb10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerifDisplay.ttf', name='DejaVu Serif Display', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansMono-Oblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/cmsy10.ttf', name='cmsy10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSerif.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/STIXGeneralBolIta.ttf', name='STIXGeneral', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSansMono.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/UbuntuMono-R.ttf', name='Ubuntu Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSerif-Bold.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/UbuntuMono-BI.ttf', name='Ubuntu Mono', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSansCondensed-Bold.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=700, stretch='condensed', size='scalable')) = 0.5349999999999999
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/UbuntuMono-RI.ttf', name='Ubuntu Mono', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/Ubuntu-MI.ttf', name='Ubuntu', style='italic', variant='normal', weight=500, stretch='normal', size='scalable')) = 11.145
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSansCondensed-Oblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=400, stretch='condensed', size='scalable')) = 1.25
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSerifCondensed-Italic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=400, stretch='condensed', size='scalable')) = 11.25
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/Ubuntu-L.ttf', name='Ubuntu', style='normal', variant='normal', weight=300, stretch='normal', size='scalable')) = 10.145
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSansMono-Bold.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuMathTeXGyre.ttf', name='DejaVu Math TeX Gyre', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSans-ExtraLight.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=200, stretch='normal', size='scalable')) = 0.24
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSerifCondensed-Bold.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=700, stretch='condensed', size='scalable')) = 10.535
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSansCondensed.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 0.25
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSans-BoldOblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 1.335
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSans.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 0.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSerif.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/Ubuntu-RI.ttf', name='Ubuntu', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSerif-Italic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSansMono-Oblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/Ubuntu-LI.ttf', name='Ubuntu', style='italic', variant='normal', weight=300, stretch='normal', size='scalable')) = 11.145
<2025-04-08 02:36:45,974> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSerif-BoldItalic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/Ubuntu-C.ttf', name='Ubuntu Condensed', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSans-Bold.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 0.33499999999999996
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSans-Oblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=400, stretch='normal', size='scalable')) = 1.05
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSansCondensed-BoldOblique.ttf', name='DejaVu Sans', style='oblique', variant='normal', weight=700, stretch='condensed', size='scalable')) = 1.535
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/Ubuntu-B.ttf', name='Ubuntu', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/Ubuntu-R.ttf', name='Ubuntu', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSerifCondensed-BoldItalic.ttf', name='DejaVu Serif', style='italic', variant='normal', weight=700, stretch='condensed', size='scalable')) = 11.535
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/Ubuntu-Th.ttf', name='Ubuntu', style='normal', variant='normal', weight=250, stretch='normal', size='scalable')) = 10.1925
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSerifCondensed.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=400, stretch='condensed', size='scalable')) = 10.25
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/Ubuntu-BI.ttf', name='Ubuntu', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSansMono-BoldOblique.ttf', name='DejaVu Sans Mono', style='oblique', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/Ubuntu-M.ttf', name='Ubuntu', style='normal', variant='normal', weight=500, stretch='normal', size='scalable')) = 10.145
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/dejavu/DejaVuSansMono.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
<2025-04-08 02:36:45,975> <DEBUG   > <font_manager>: findfont: score(FontEntry(fname='/usr/share/fonts/truetype/ubuntu/UbuntuMono-B.ttf', name='Ubuntu Mono', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
<2025-04-08 02:36:45,976> <DEBUG   > <font_manager>: findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=12.0 to DejaVu Sans ('/home/thanh/projects/danger-classifier-model/.venv/lib/python3.12/site-packages/matplotlib/mpl-data/fonts/ttf/DejaVuSans.ttf') with score of 0.050000.
<2025-04-08 02:36:46,113> <DEBUG   > <PngImagePlugin>: STREAM b'IHDR' 16 13
<2025-04-08 02:36:46,113> <DEBUG   > <PngImagePlugin>: STREAM b'sBIT' 41 4
<2025-04-08 02:36:46,113> <DEBUG   > <PngImagePlugin>: b'sBIT' 41 4 (unknown)
<2025-04-08 02:36:46,113> <DEBUG   > <PngImagePlugin>: STREAM b'pHYs' 57 9
<2025-04-08 02:36:46,113> <DEBUG   > <PngImagePlugin>: STREAM b'IDAT' 78 1189
<2025-04-08 02:36:46,113> <DEBUG   > <PngImagePlugin>: STREAM b'IHDR' 16 13
<2025-04-08 02:36:46,113> <DEBUG   > <PngImagePlugin>: STREAM b'sBIT' 41 4
<2025-04-08 02:36:46,113> <DEBUG   > <PngImagePlugin>: b'sBIT' 41 4 (unknown)
<2025-04-08 02:36:46,113> <DEBUG   > <PngImagePlugin>: STREAM b'pHYs' 57 9
<2025-04-08 02:36:46,114> <DEBUG   > <PngImagePlugin>: STREAM b'IDAT' 78 2994
<2025-04-08 02:36:46,169> <DEBUG   > <PngImagePlugin>: STREAM b'IHDR' 16 13
<2025-04-08 02:36:46,169> <DEBUG   > <PngImagePlugin>: STREAM b'sBIT' 41 4
<2025-04-08 02:36:46,169> <DEBUG   > <PngImagePlugin>: b'sBIT' 41 4 (unknown)
<2025-04-08 02:36:46,169> <DEBUG   > <PngImagePlugin>: STREAM b'pHYs' 57 9
<2025-04-08 02:36:46,169> <DEBUG   > <PngImagePlugin>: STREAM b'IDAT' 78 374
<2025-04-08 02:36:46,170> <DEBUG   > <PngImagePlugin>: STREAM b'IHDR' 16 13
<2025-04-08 02:36:46,170> <DEBUG   > <PngImagePlugin>: STREAM b'sBIT' 41 4
<2025-04-08 02:36:46,170> <DEBUG   > <PngImagePlugin>: b'sBIT' 41 4 (unknown)
<2025-04-08 02:36:46,170> <DEBUG   > <PngImagePlugin>: STREAM b'pHYs' 57 9
<2025-04-08 02:36:46,170> <DEBUG   > <PngImagePlugin>: STREAM b'IDAT' 78 286
<2025-04-08 02:36:46,171> <DEBUG   > <PngImagePlugin>: STREAM b'IHDR' 16 13
<2025-04-08 02:36:46,171> <DEBUG   > <PngImagePlugin>: STREAM b'sBIT' 41 4
<2025-04-08 02:36:46,171> <DEBUG   > <PngImagePlugin>: b'sBIT' 41 4 (unknown)
<2025-04-08 02:36:46,171> <DEBUG   > <PngImagePlugin>: STREAM b'pHYs' 57 9
<2025-04-08 02:36:46,171> <DEBUG   > <PngImagePlugin>: STREAM b'IDAT' 78 263
<2025-04-08 02:36:46,172> <DEBUG   > <PngImagePlugin>: STREAM b'IHDR' 16 13
<2025-04-08 02:36:46,172> <DEBUG   > <PngImagePlugin>: STREAM b'sBIT' 41 4
<2025-04-08 02:36:46,172> <DEBUG   > <PngImagePlugin>: b'sBIT' 41 4 (unknown)
<2025-04-08 02:36:46,172> <DEBUG   > <PngImagePlugin>: STREAM b'pHYs' 57 9
<2025-04-08 02:36:46,172> <DEBUG   > <PngImagePlugin>: STREAM b'IDAT' 78 387
<2025-04-08 02:36:46,173> <DEBUG   > <PngImagePlugin>: STREAM b'IHDR' 16 13
<2025-04-08 02:36:46,173> <DEBUG   > <PngImagePlugin>: STREAM b'sBIT' 41 4
